gender,seniorcitizen,dependents,tenure,phoneservice,multiplelines,internetservice,contract,monthlycharges,churn
female,0,no,9,yes,no,dsl,month-to-month,19.05,no
male,0,no,39,yes,no,fiber_optic,one_year,81.9,no
male,1,no,8,yes,no,fiber_optic,month-to-month,69.7,no
female,0,yes,51,yes,yes,fiber_optic,one_year,90.15,no
male,0,yes,71,yes,yes,dsl,two_year,25.35,no
male,1,no,71,yes,yes,dsl,two_year,24.65,no
female,1,no,70,yes,no,dsl,two_year,19.55,no
female,1,no,1,no,no,dsl,month-to-month,25.25,yes
male,0,no,38,no,no,dsl,two_year,60.0,no
female,0,no,28,yes,no,fiber_optic,month-to-month,89.9,no
female,0,no,32,yes,no,dsl,month-to-month,19.4,no
male,1,no,49,yes,no,dsl,two_year,49.8,no
female,0,yes,37,yes,yes,dsl,two_year,24.1,no
female,0,no,10,yes,no,dsl,month-to-month,54.25,no
male,0,no,67,yes,yes,fiber_optic,one_year,109.9,no
male,0,no,7,no,no,dsl,one_year,35.5,no
female,0,no,51,yes,no,fiber_optic,one_year,87.55,no
female,0,no,9,yes,no,dsl,month-to-month,45.15,yes
female,0,no,9,yes,no,fiber_optic,month-to-month,88.4,no
male,0,no,4,yes,no,dsl,month-to-month,50.8,no
male,0,no,71,yes,yes,fiber_optic,two_year,99.0,no
female,0,yes,50,yes,yes,fiber_optic,month-to-month,84.4,yes
female,1,yes,24,yes,no,fiber_optic,two_year,96.55,no
male,0,no,22,yes,no,dsl,one_year,59.75,no
male,0,no,44,yes,yes,fiber_optic,month-to-month,111.5,no
female,0,yes,33,yes,yes,dsl,month-to-month,24.25,no
female,0,no,1,yes,yes,fiber_optic,month-to-month,75.1,yes
female,0,no,54,yes,yes,dsl,one_year,70.15,yes
male,0,no,42,yes,yes,fiber_optic,month-to-month,101.75,yes
female,0,no,1,yes,no,dsl,month-to-month,45.8,yes
female,0,no,1,yes,no,dsl,month-to-month,20.5,no
male,0,no,30,yes,no,dsl,one_year,70.4,no
female,0,no,1,no,no,dsl,month-to-month,30.55,no
male,0,yes,16,yes,yes,dsl,month-to-month,84.9,no
male,0,no,1,yes,no,dsl,month-to-month,20.1,yes
male,0,no,9,no,no,dsl,month-to-month,40.65,yes
male,1,no,46,yes,yes,fiber_optic,month-to-month,101.0,yes
male,0,no,1,yes,no,fiber_optic,month-to-month,69.1,yes
male,0,no,71,yes,no,dsl,two_year,54.5,no
male,0,no,43,yes,yes,fiber_optic,month-to-month,75.35,no
male,0,no,50,no,no,dsl,one_year,44.45,no
female,0,no,13,yes,yes,fiber_optic,month-to-month,75.0,yes
male,0,yes,19,yes,no,fiber_optic,one_year,100.0,yes
female,0,no,41,yes,yes,fiber_optic,month-to-month,98.05,no
female,1,no,1,yes,no,fiber_optic,month-to-month,71.15,yes
female,0,no,24,no,no,dsl,month-to-month,54.15,yes
female,0,no,40,yes,yes,dsl,one_year,63.9,no
female,0,yes,3,yes,yes,dsl,month-to-month,69.15,no
female,0,no,37,yes,yes,dsl,one_year,64.65,no
female,0,yes,67,yes,yes,fiber_optic,two_year,108.75,yes
female,0,yes,32,yes,yes,fiber_optic,month-to-month,98.85,no
female,0,no,6,yes,no,dsl,month-to-month,49.15,yes
female,0,yes,32,yes,yes,fiber_optic,month-to-month,89.6,no
female,0,no,59,yes,yes,fiber_optic,month-to-month,83.25,no
female,0,no,30,yes,no,dsl,one_year,70.25,no
male,0,yes,20,yes,no,dsl,month-to-month,19.4,yes
female,0,yes,27,yes,yes,dsl,two_year,24.5,no
female,1,no,20,yes,yes,fiber_optic,month-to-month,79.15,yes
male,0,yes,9,yes,no,dsl,one_year,20.1,no
female,0,yes,68,yes,yes,dsl,one_year,73.0,no
female,0,yes,69,yes,yes,dsl,two_year,61.4,no
male,0,no,26,yes,yes,fiber_optic,month-to-month,84.3,no
male,0,yes,69,yes,no,dsl,two_year,19.9,no
male,0,no,11,yes,no,dsl,two_year,20.4,no
male,0,no,1,yes,yes,dsl,month-to-month,50.75,no
male,0,yes,10,yes,no,dsl,one_year,20.45,no
female,0,yes,55,yes,yes,dsl,one_year,75.75,no
male,0,no,44,yes,no,dsl,one_year,65.4,no
male,1,no,46,yes,no,fiber_optic,month-to-month,80.4,yes
male,0,yes,69,yes,no,dsl,two_year,59.75,no
male,1,no,11,yes,no,fiber_optic,month-to-month,78.5,no
female,0,no,11,yes,yes,fiber_optic,month-to-month,102.0,yes
male,0,no,29,yes,no,dsl,month-to-month,48.95,no
female,0,no,57,yes,yes,fiber_optic,month-to-month,99.65,no
male,0,no,28,yes,no,dsl,one_year,18.25,no
female,0,no,42,yes,no,dsl,month-to-month,54.55,no
female,0,no,2,yes,no,dsl,month-to-month,20.65,yes
male,0,yes,23,no,no,dsl,one_year,40.65,no
female,0,yes,18,yes,no,dsl,month-to-month,20.45,no
male,0,yes,62,yes,yes,dsl,one_year,24.8,no
female,0,no,1,yes,no,fiber_optic,month-to-month,70.8,yes
male,0,no,16,yes,yes,fiber_optic,month-to-month,89.05,yes
female,0,no,3,yes,yes,fiber_optic,month-to-month,96.6,yes
male,0,no,67,yes,yes,dsl,one_year,88.8,no
male,0,no,62,yes,no,dsl,two_year,20.05,no
female,0,no,57,yes,yes,fiber_optic,month-to-month,104.5,yes
male,0,no,2,yes,no,fiber_optic,month-to-month,69.8,no
female,0,yes,23,yes,yes,dsl,two_year,77.15,no
female,0,yes,25,no,no,dsl,two_year,35.05,no
female,1,no,72,yes,yes,fiber_optic,two_year,108.1,no
female,0,no,2,yes,yes,fiber_optic,month-to-month,84.05,no
female,0,no,8,yes,no,dsl,one_year,20.2,no
female,0,no,5,yes,yes,dsl,month-to-month,50.6,yes
male,0,no,35,no,no,dsl,month-to-month,49.2,no
male,0,no,24,yes,yes,dsl,one_year,24.6,no
female,0,yes,2,yes,no,fiber_optic,month-to-month,71.65,no
male,0,yes,72,yes,yes,fiber_optic,two_year,104.9,no
female,0,no,41,yes,yes,fiber_optic,month-to-month,106.5,no
male,0,yes,4,yes,no,dsl,month-to-month,49.35,yes
male,0,no,26,yes,no,fiber_optic,one_year,75.5,no
male,0,no,7,yes,no,fiber_optic,month-to-month,94.25,yes
female,0,no,1,yes,no,fiber_optic,month-to-month,68.95,yes
female,0,yes,4,yes,yes,dsl,month-to-month,58.5,no
male,0,no,48,yes,no,dsl,two_year,78.9,no
male,1,no,2,yes,yes,fiber_optic,month-to-month,93.85,yes
female,1,no,12,yes,no,dsl,one_year,79.2,no
male,0,no,60,yes,yes,fiber_optic,month-to-month,109.45,no
male,0,no,55,yes,no,dsl,two_year,59.2,no
male,0,no,1,no,no,dsl,month-to-month,29.15,no
male,0,no,1,yes,no,dsl,month-to-month,20.05,no
male,0,no,4,yes,yes,fiber_optic,month-to-month,76.05,yes
male,0,no,1,no,no,dsl,month-to-month,24.45,yes
female,0,no,42,yes,no,dsl,two_year,66.5,no
female,0,no,1,yes,no,dsl,month-to-month,49.55,no
male,0,no,7,yes,yes,fiber_optic,month-to-month,89.35,yes
male,0,no,3,yes,no,fiber_optic,month-to-month,73.6,no
female,0,no,72,yes,yes,dsl,two_year,82.65,no
male,0,no,15,yes,yes,dsl,month-to-month,49.0,no
male,0,no,4,yes,no,fiber_optic,month-to-month,80.35,yes
female,0,no,11,yes,yes,dsl,one_year,25.2,no
female,0,no,5,yes,yes,dsl,month-to-month,25.45,no
female,1,no,1,yes,no,dsl,month-to-month,55.8,yes
male,0,no,72,yes,yes,fiber_optic,two_year,110.9,no
female,0,no,55,yes,yes,fiber_optic,month-to-month,77.75,no
female,0,yes,40,yes,yes,dsl,month-to-month,26.2,no
female,0,no,57,yes,no,dsl,two_year,19.9,no
male,0,no,1,yes,no,fiber_optic,month-to-month,79.05,yes
male,0,no,1,yes,no,fiber_optic,month-to-month,95.0,yes
female,0,no,1,no,no,dsl,month-to-month,25.2,yes
male,1,yes,52,yes,yes,dsl,one_year,80.85,no
male,1,no,41,yes,yes,fiber_optic,month-to-month,98.4,yes
male,0,no,43,yes,no,dsl,one_year,56.35,no
female,0,yes,47,yes,no,dsl,two_year,19.3,no
male,0,no,3,yes,yes,dsl,month-to-month,50.4,no
male,1,yes,66,yes,yes,dsl,two_year,79.4,yes
male,0,yes,55,yes,no,dsl,two_year,55.25,no
male,0,no,29,yes,no,dsl,one_year,19.1,no
female,0,yes,12,yes,yes,fiber_optic,month-to-month,84.05,no
female,0,no,66,yes,yes,fiber_optic,month-to-month,105.2,no
male,1,no,35,yes,yes,fiber_optic,month-to-month,101.4,yes
male,1,no,10,yes,yes,fiber_optic,month-to-month,89.8,yes
male,0,yes,27,yes,yes,fiber_optic,month-to-month,75.75,no
female,0,no,58,yes,no,fiber_optic,month-to-month,95.3,no
male,0,no,54,yes,no,fiber_optic,two_year,109.75,yes
male,0,no,9,yes,no,dsl,month-to-month,19.85,no
male,0,no,2,yes,no,dsl,one_year,19.3,yes
male,0,no,6,yes,no,fiber_optic,month-to-month,69.1,no
female,1,no,26,yes,no,fiber_optic,month-to-month,91.25,yes
female,0,no,9,yes,no,dsl,month-to-month,20.25,no
male,0,no,8,yes,no,dsl,month-to-month,54.75,no
male,0,no,12,yes,no,fiber_optic,month-to-month,81.45,no
female,0,no,15,yes,yes,dsl,month-to-month,49.1,yes
male,0,no,43,yes,yes,dsl,one_year,80.2,no
male,0,no,42,yes,yes,fiber_optic,month-to-month,100.3,no
female,0,no,31,yes,yes,dsl,month-to-month,65.25,yes
female,0,yes,66,yes,yes,fiber_optic,two_year,90.95,no
female,1,no,18,yes,yes,fiber_optic,month-to-month,85.45,yes
male,0,no,1,yes,no,dsl,month-to-month,20.0,no
male,0,no,61,yes,yes,fiber_optic,two_year,94.1,yes
male,0,no,10,yes,yes,fiber_optic,month-to-month,79.85,no
male,1,no,1,yes,no,fiber_optic,month-to-month,71.65,yes
female,1,no,18,yes,no,fiber_optic,month-to-month,73.55,no
male,0,no,24,yes,yes,fiber_optic,month-to-month,104.65,yes
female,0,yes,3,yes,no,dsl,month-to-month,19.3,no
male,0,no,50,yes,no,dsl,one_year,20.15,no
male,0,yes,1,yes,no,dsl,month-to-month,44.55,no
male,0,no,2,yes,no,dsl,month-to-month,54.45,no
male,0,no,17,yes,no,dsl,one_year,19.65,no
male,0,yes,69,yes,yes,fiber_optic,two_year,105.0,no
male,0,no,72,yes,yes,dsl,two_year,88.7,no
female,0,no,3,yes,yes,fiber_optic,month-to-month,74.25,yes
male,1,yes,50,yes,yes,dsl,two_year,75.15,no
female,0,no,53,yes,no,dsl,two_year,20.25,no
female,0,no,58,yes,yes,fiber_optic,two_year,109.1,no
male,0,no,46,no,no,dsl,one_year,30.75,no
male,1,no,72,yes,yes,fiber_optic,month-to-month,112.9,no
female,1,no,1,yes,yes,fiber_optic,month-to-month,74.2,yes
female,0,yes,6,yes,yes,fiber_optic,month-to-month,94.05,no
male,0,no,72,yes,yes,dsl,two_year,78.85,no
male,0,no,4,yes,no,dsl,month-to-month,55.3,no
female,0,yes,52,yes,no,dsl,two_year,19.35,no
male,0,yes,0,yes,yes,dsl,two_year,25.35,no
female,0,no,2,yes,no,dsl,one_year,20.45,no
female,0,no,65,yes,no,dsl,two_year,19.35,no
male,1,no,43,yes,yes,fiber_optic,month-to-month,101.0,yes
male,0,no,4,yes,yes,fiber_optic,month-to-month,100.2,yes
male,1,no,25,yes,yes,fiber_optic,one_year,89.05,yes
female,0,no,51,yes,yes,dsl,one_year,78.65,no
male,0,no,12,yes,yes,dsl,month-to-month,74.75,no
female,0,yes,57,yes,no,dsl,one_year,70.1,yes
female,0,yes,24,yes,no,dsl,one_year,19.9,no
female,0,no,64,yes,yes,dsl,one_year,58.35,no
female,0,no,4,yes,no,fiber_optic,one_year,105.65,yes
female,0,no,26,yes,yes,fiber_optic,month-to-month,100.5,no
female,0,yes,15,yes,no,dsl,month-to-month,20.05,no
male,1,no,64,yes,yes,dsl,two_year,25.65,no
male,1,no,36,yes,yes,fiber_optic,month-to-month,96.5,yes
female,0,no,27,yes,yes,fiber_optic,month-to-month,95.0,no
male,1,no,1,yes,no,fiber_optic,month-to-month,70.85,yes
female,0,no,35,yes,yes,dsl,one_year,85.95,yes
male,0,no,4,yes,no,fiber_optic,month-to-month,73.9,yes
female,0,yes,8,yes,no,dsl,month-to-month,45.45,no
male,0,no,10,yes,no,dsl,month-to-month,20.0,no
female,0,no,2,yes,no,dsl,month-to-month,49.2,no
female,0,no,58,yes,yes,fiber_optic,two_year,109.45,yes
male,0,no,51,yes,no,dsl,two_year,83.25,no
female,0,yes,46,yes,no,dsl,two_year,19.25,no
male,0,no,1,yes,no,dsl,month-to-month,19.65,no
male,0,no,46,yes,yes,fiber_optic,month-to-month,72.8,no
female,0,no,50,yes,yes,fiber_optic,month-to-month,109.65,no
male,0,yes,53,yes,no,dsl,month-to-month,65.0,no
male,0,no,61,yes,yes,fiber_optic,month-to-month,114.1,no
male,0,no,5,yes,no,dsl,month-to-month,20.65,no
male,0,no,47,yes,no,dsl,one_year,86.95,no
female,0,no,54,yes,yes,fiber_optic,one_year,94.75,no
male,0,yes,19,no,no,dsl,month-to-month,25.35,no
female,0,yes,26,yes,no,fiber_optic,two_year,105.45,no
male,0,yes,70,yes,yes,dsl,two_year,25.4,no
male,0,no,17,yes,yes,fiber_optic,month-to-month,102.55,no
female,0,no,30,yes,yes,fiber_optic,month-to-month,100.2,yes
female,0,yes,1,yes,yes,dsl,month-to-month,24.0,no
female,0,yes,19,yes,yes,dsl,two_year,25.6,no
female,0,no,26,yes,no,dsl,two_year,73.5,no
female,0,yes,21,yes,no,fiber_optic,month-to-month,74.05,yes
male,0,no,50,yes,yes,fiber_optic,one_year,98.25,no
female,0,no,68,no,no,dsl,one_year,54.4,no
male,0,no,3,yes,yes,fiber_optic,month-to-month,101.55,yes
male,0,yes,9,yes,no,fiber_optic,month-to-month,103.1,no
female,0,yes,51,no,no,dsl,two_year,34.2,no
female,0,no,9,yes,no,dsl,month-to-month,43.75,no
male,1,yes,41,yes,yes,fiber_optic,one_year,111.95,yes
male,0,no,22,yes,yes,fiber_optic,month-to-month,100.65,no
female,0,yes,21,no,no,dsl,one_year,55.95,yes
male,0,yes,71,yes,yes,fiber_optic,two_year,116.05,no
male,0,no,1,yes,no,dsl,month-to-month,45.75,yes
male,0,yes,26,yes,yes,dsl,one_year,82.0,no
male,0,no,71,yes,yes,dsl,two_year,65.15,no
male,0,no,4,yes,no,dsl,month-to-month,44.8,no
female,0,no,12,yes,yes,fiber_optic,month-to-month,79.8,no
female,0,no,18,yes,yes,fiber_optic,month-to-month,88.85,no
female,0,no,3,yes,yes,fiber_optic,month-to-month,74.95,no
female,1,no,72,yes,yes,fiber_optic,one_year,106.85,no
male,0,no,11,yes,no,fiber_optic,month-to-month,74.95,yes
female,0,no,1,yes,no,fiber_optic,month-to-month,80.15,yes
male,0,no,13,yes,no,dsl,one_year,19.3,no
female,0,no,72,yes,yes,fiber_optic,one_year,109.25,yes
male,0,no,42,yes,yes,dsl,one_year,56.1,no
female,0,no,17,yes,no,dsl,month-to-month,19.7,no
female,1,no,7,yes,no,dsl,month-to-month,51.3,no
female,0,no,68,yes,yes,fiber_optic,two_year,118.6,no
male,0,yes,56,yes,yes,dsl,two_year,24.15,no
female,0,yes,38,yes,no,dsl,one_year,20.3,no
female,0,yes,72,yes,yes,fiber_optic,two_year,115.5,no
female,0,no,48,yes,yes,dsl,one_year,25.05,no
female,1,no,52,yes,yes,fiber_optic,month-to-month,109.1,no
female,0,yes,35,yes,no,dsl,one_year,19.65,no
male,0,no,67,yes,yes,fiber_optic,two_year,111.3,no
female,0,no,1,no,no,dsl,month-to-month,29.9,no
male,0,no,53,yes,no,fiber_optic,month-to-month,80.6,no
male,0,yes,34,yes,no,dsl,month-to-month,20.8,no
female,0,no,3,no,no,dsl,month-to-month,35.2,yes
female,0,no,1,yes,no,fiber_optic,month-to-month,78.8,yes
male,0,no,19,yes,no,fiber_optic,month-to-month,89.95,no
female,1,no,60,yes,yes,fiber_optic,two_year,116.05,no
male,0,no,11,yes,no,dsl,two_year,19.55,no
female,0,no,47,yes,yes,fiber_optic,month-to-month,106.4,yes
male,0,no,18,yes,no,dsl,month-to-month,49.4,yes
female,0,yes,60,yes,yes,fiber_optic,two_year,115.25,no
male,0,no,72,yes,yes,dsl,two_year,24.8,no
male,0,no,39,yes,no,dsl,one_year,19.9,no
female,0,no,59,yes,no,fiber_optic,one_year,81.25,no
male,0,yes,2,yes,no,fiber_optic,month-to-month,69.95,no
male,1,no,1,yes,no,fiber_optic,month-to-month,69.1,yes
male,0,yes,20,yes,no,fiber_optic,month-to-month,90.2,yes
female,0,no,6,yes,yes,fiber_optic,month-to-month,93.55,yes
male,0,no,71,yes,yes,fiber_optic,two_year,86.4,no
female,0,no,24,yes,yes,dsl,month-to-month,66.3,no
male,1,no,67,yes,yes,fiber_optic,month-to-month,94.65,no
male,0,no,1,yes,no,fiber_optic,month-to-month,80.85,yes
female,0,yes,48,yes,yes,fiber_optic,one_year,82.05,yes
female,0,no,37,yes,yes,dsl,one_year,72.1,no
male,0,no,11,no,no,dsl,month-to-month,34.7,no
male,0,no,3,yes,no,dsl,month-to-month,20.55,yes
female,0,no,18,yes,no,fiber_optic,month-to-month,95.95,no
male,0,yes,50,yes,no,dsl,one_year,44.8,no
female,0,yes,67,yes,yes,fiber_optic,one_year,109.4,no
female,0,no,25,yes,no,dsl,month-to-month,71.05,no
female,1,no,2,yes,yes,fiber_optic,month-to-month,78.55,yes
male,0,no,9,yes,no,dsl,month-to-month,19.7,no
female,0,yes,10,no,no,dsl,one_year,40.25,no
female,0,no,70,yes,no,dsl,two_year,19.85,no
male,0,no,9,yes,no,dsl,month-to-month,68.25,no
female,0,no,4,yes,no,dsl,month-to-month,20.15,no
female,0,no,2,yes,no,dsl,month-to-month,50.95,no
female,0,yes,1,yes,no,fiber_optic,month-to-month,78.65,yes
male,0,no,19,no,no,dsl,month-to-month,25.15,no
male,0,yes,7,yes,no,dsl,month-to-month,20.25,no
male,0,no,1,yes,no,dsl,month-to-month,42.9,yes
male,1,no,1,yes,no,dsl,month-to-month,44.0,no
female,0,yes,9,yes,no,dsl,one_year,20.25,no
female,0,no,3,no,no,dsl,month-to-month,34.25,yes
female,0,no,9,no,no,dsl,month-to-month,58.5,yes
female,0,no,5,yes,no,dsl,month-to-month,55.8,no
female,0,yes,56,yes,no,fiber_optic,one_year,88.9,no
female,0,yes,18,yes,yes,dsl,month-to-month,57.65,no
male,1,no,49,yes,yes,fiber_optic,month-to-month,96.2,yes
male,0,no,70,yes,yes,dsl,two_year,79.15,no
female,0,no,72,yes,yes,fiber_optic,two_year,108.05,no
female,1,no,6,yes,no,fiber_optic,month-to-month,74.4,yes
male,1,no,17,yes,yes,fiber_optic,month-to-month,94.8,no
male,0,no,29,no,no,dsl,month-to-month,45.9,no
female,0,no,6,yes,yes,fiber_optic,month-to-month,105.3,yes
male,0,no,63,yes,yes,fiber_optic,two_year,102.6,no
male,0,no,16,yes,yes,fiber_optic,month-to-month,73.85,yes
male,0,no,59,yes,no,dsl,one_year,61.35,no
female,0,no,3,yes,no,dsl,month-to-month,57.55,no
female,0,no,8,no,no,dsl,month-to-month,29.25,no
female,1,no,7,yes,yes,fiber_optic,month-to-month,84.55,yes
female,0,no,68,yes,no,dsl,two_year,19.6,no
female,0,yes,68,yes,yes,fiber_optic,two_year,111.75,no
female,1,no,52,yes,yes,fiber_optic,one_year,106.5,no
male,0,yes,72,yes,yes,fiber_optic,two_year,107.7,no
female,0,no,32,yes,no,dsl,one_year,19.3,no
female,0,no,72,yes,no,dsl,two_year,20.05,no
male,0,yes,1,yes,no,fiber_optic,month-to-month,69.95,no
male,0,yes,42,yes,no,dsl,one_year,63.7,no
female,0,no,25,yes,yes,dsl,two_year,24.75,yes
male,0,no,45,yes,no,dsl,month-to-month,50.9,no
female,0,yes,43,no,no,dsl,one_year,60.4,no
male,0,no,37,yes,yes,dsl,one_year,79.25,no
female,1,no,20,yes,yes,fiber_optic,month-to-month,85.8,yes
female,0,no,4,no,no,dsl,month-to-month,24.45,yes
male,0,no,63,yes,no,fiber_optic,two_year,110.1,no
male,0,no,3,yes,no,fiber_optic,month-to-month,90.7,no
male,0,yes,66,yes,yes,dsl,two_year,25.3,no
male,0,no,28,yes,yes,fiber_optic,month-to-month,105.7,yes
female,1,no,8,yes,yes,fiber_optic,month-to-month,85.2,no
male,0,yes,71,yes,yes,dsl,two_year,24.35,no
male,0,no,1,no,no,dsl,month-to-month,24.25,yes
female,0,yes,72,yes,yes,dsl,two_year,25.1,no
male,1,no,16,yes,no,dsl,month-to-month,54.55,no
male,0,no,66,yes,yes,fiber_optic,two_year,96.6,no
female,0,no,11,yes,yes,fiber_optic,month-to-month,76.5,yes
male,0,no,51,yes,yes,dsl,one_year,81.15,no
female,0,yes,8,no,no,dsl,month-to-month,38.5,no
male,0,no,14,yes,no,fiber_optic,month-to-month,92.9,no
female,0,no,4,yes,yes,fiber_optic,month-to-month,93.5,yes
female,0,no,70,yes,yes,dsl,two_year,84.7,no
female,0,yes,70,yes,yes,dsl,two_year,66.0,no
female,1,no,54,yes,yes,fiber_optic,one_year,101.5,yes
male,0,yes,28,yes,no,fiber_optic,month-to-month,74.9,yes
male,0,no,24,yes,no,dsl,two_year,20.75,no
female,0,no,69,yes,no,dsl,two_year,61.45,no
male,0,yes,42,yes,no,dsl,month-to-month,54.5,no
female,1,no,2,yes,no,fiber_optic,month-to-month,69.6,yes
female,1,no,39,yes,yes,fiber_optic,month-to-month,99.75,no
male,0,yes,45,yes,yes,fiber_optic,two_year,109.75,no
male,0,yes,72,yes,yes,dsl,two_year,80.85,no
female,0,no,38,yes,no,dsl,two_year,20.3,no
male,0,no,72,yes,yes,dsl,two_year,67.8,no
male,0,no,1,yes,yes,dsl,month-to-month,24.05,yes
male,0,yes,72,yes,no,dsl,two_year,19.8,no
male,0,no,55,yes,yes,dsl,two_year,25.7,no
female,0,yes,51,no,no,dsl,one_year,56.15,no
male,0,no,63,yes,no,dsl,two_year,86.7,no
female,0,no,1,yes,no,dsl,month-to-month,20.4,no
female,0,yes,23,yes,no,dsl,two_year,19.65,no
female,0,no,1,yes,no,dsl,month-to-month,50.55,yes
female,0,no,2,yes,yes,dsl,month-to-month,54.35,no
female,1,no,52,yes,yes,fiber_optic,month-to-month,108.1,no
female,0,no,36,yes,yes,dsl,one_year,54.45,no
female,0,no,1,yes,no,dsl,month-to-month,45.35,no
female,0,no,28,yes,yes,dsl,one_year,59.0,no
female,0,yes,7,yes,no,dsl,one_year,69.45,no
male,0,no,14,yes,yes,fiber_optic,month-to-month,100.55,yes
male,1,no,72,no,no,dsl,two_year,64.95,no
female,0,yes,1,yes,no,dsl,month-to-month,20.5,yes
female,0,no,10,yes,no,dsl,month-to-month,18.85,no
male,0,no,42,yes,no,dsl,one_year,19.8,no
female,0,no,7,no,no,dsl,month-to-month,25.05,no
male,0,no,4,yes,no,fiber_optic,month-to-month,74.8,yes
male,0,yes,72,yes,yes,fiber_optic,two_year,114.3,no
female,0,no,20,no,no,dsl,month-to-month,24.45,yes
male,0,no,63,yes,no,fiber_optic,two_year,109.2,no
female,0,no,56,no,no,dsl,two_year,45.05,no
female,0,yes,5,yes,no,dsl,month-to-month,51.0,no
female,0,no,72,yes,yes,fiber_optic,two_year,110.45,no
male,1,yes,68,yes,yes,fiber_optic,month-to-month,84.65,no
male,0,yes,67,yes,no,dsl,one_year,60.05,no
male,0,yes,8,yes,no,dsl,month-to-month,44.65,no
male,0,yes,52,yes,yes,fiber_optic,month-to-month,93.25,no
female,0,yes,18,yes,no,dsl,month-to-month,20.25,no
female,0,yes,59,yes,yes,dsl,two_year,25.45,no
female,0,no,60,yes,no,dsl,two_year,20.6,no
male,0,no,7,yes,yes,fiber_optic,month-to-month,94.1,no
male,0,yes,59,no,no,dsl,one_year,34.8,no
male,0,no,46,no,no,dsl,two_year,60.75,no
male,0,no,5,yes,no,dsl,month-to-month,51.35,no
male,1,no,59,no,no,dsl,two_year,64.05,no
female,0,no,70,yes,yes,dsl,two_year,84.8,no
female,0,no,14,yes,no,fiber_optic,month-to-month,71.0,yes
female,0,no,44,yes,yes,dsl,month-to-month,50.15,no
female,0,no,64,yes,yes,fiber_optic,two_year,94.6,no
female,0,yes,58,no,no,dsl,two_year,59.75,no
female,1,no,46,yes,yes,fiber_optic,one_year,100.25,no
male,1,no,58,yes,yes,fiber_optic,month-to-month,98.9,no
female,0,no,72,yes,yes,fiber_optic,two_year,97.7,no
female,1,no,30,no,no,dsl,month-to-month,40.3,yes
male,1,no,11,yes,yes,dsl,month-to-month,60.25,no
female,1,no,34,no,no,dsl,month-to-month,56.25,no
male,0,no,54,no,no,dsl,two_year,46.2,no
female,0,no,3,no,no,dsl,month-to-month,50.6,yes
female,0,yes,72,yes,yes,dsl,two_year,24.9,no
female,0,yes,40,yes,yes,fiber_optic,month-to-month,84.85,yes
female,0,yes,2,yes,no,dsl,month-to-month,65.7,yes
male,0,yes,54,yes,yes,dsl,two_year,63.35,no
female,0,no,14,yes,no,dsl,month-to-month,50.1,no
female,0,no,1,yes,no,fiber_optic,month-to-month,70.5,yes
female,0,no,10,yes,yes,fiber_optic,month-to-month,94.85,yes
female,0,no,1,yes,no,dsl,month-to-month,50.15,no
male,0,no,1,yes,no,dsl,month-to-month,19.75,yes
male,0,no,56,yes,yes,dsl,one_year,64.65,no
female,0,no,68,yes,no,dsl,two_year,79.6,no
female,0,yes,14,yes,no,dsl,one_year,19.5,no
male,0,yes,68,yes,no,fiber_optic,two_year,99.55,no
male,1,no,55,yes,yes,fiber_optic,month-to-month,74.0,no
female,0,no,16,no,no,dsl,month-to-month,38.9,no
male,1,no,9,yes,no,fiber_optic,month-to-month,79.55,no
male,0,yes,14,yes,no,dsl,month-to-month,65.45,yes
male,1,no,58,yes,yes,fiber_optic,month-to-month,98.7,yes
male,0,no,53,no,no,dsl,month-to-month,46.3,no
male,0,no,70,yes,yes,fiber_optic,two_year,99.35,no
female,1,yes,14,yes,yes,fiber_optic,month-to-month,95.8,no
male,0,yes,22,yes,no,dsl,one_year,67.5,yes
female,0,no,10,yes,yes,fiber_optic,month-to-month,78.15,no
female,0,yes,29,yes,yes,dsl,two_year,26.1,no
female,0,no,1,yes,no,fiber_optic,month-to-month,69.6,yes
male,0,no,49,yes,yes,dsl,one_year,84.35,yes
female,1,no,68,yes,yes,fiber_optic,month-to-month,100.2,yes
female,0,no,1,yes,no,fiber_optic,month-to-month,78.05,yes
female,0,no,30,no,no,dsl,one_year,40.35,no
female,0,no,72,yes,yes,dsl,two_year,79.2,no
female,0,no,10,yes,no,dsl,month-to-month,20.9,no
male,0,no,7,yes,yes,fiber_optic,month-to-month,73.6,yes
female,0,no,9,yes,yes,fiber_optic,month-to-month,74.75,yes
female,0,yes,1,yes,no,dsl,month-to-month,49.9,no
female,0,no,20,yes,yes,dsl,month-to-month,68.9,no
female,0,no,1,yes,no,dsl,month-to-month,20.25,no
female,0,no,29,yes,yes,fiber_optic,month-to-month,76.0,no
male,0,no,1,yes,no,fiber_optic,month-to-month,74.0,no
male,0,no,3,yes,no,fiber_optic,month-to-month,82.3,no
female,0,no,20,yes,no,fiber_optic,month-to-month,89.4,no
male,0,yes,64,yes,no,fiber_optic,month-to-month,99.15,no
male,0,no,1,yes,no,dsl,month-to-month,20.2,yes
female,0,no,6,no,no,dsl,month-to-month,29.45,no
male,0,no,50,yes,no,dsl,two_year,19.8,no
male,0,no,6,yes,no,dsl,month-to-month,59.15,no
male,0,yes,7,yes,no,dsl,month-to-month,44.75,no
male,0,yes,72,yes,yes,fiber_optic,two_year,90.8,no
male,0,no,8,yes,no,dsl,month-to-month,49.55,no
