gender,seniorcitizen,dependents,tenure,phoneservice,multiplelines,internetservice,contract,monthlycharges
female,0,no,57,yes,yes,fiber_optic,one_year,109.4
male,0,no,7,yes,no,dsl,month-to-month,64.3
male,1,no,70,yes,yes,dsl,two_year,88.55
female,1,no,16,yes,no,dsl,month-to-month,59.4
female,0,no,1,yes,no,fiber_optic,month-to-month,70.15
male,1,no,18,yes,yes,dsl,month-to-month,58.4
male,0,yes,66,yes,yes,dsl,two_year,84.0
female,0,no,68,yes,yes,fiber_optic,two_year,118.6
male,0,no,1,yes,no,dsl,month-to-month,45.6
male,0,no,1,yes,no,dsl,month-to-month,20.1
male,0,no,3,yes,no,fiber_optic,month-to-month,74.45
male,0,yes,59,yes,no,dsl,one_year,76.75
male,1,no,16,yes,yes,fiber_optic,month-to-month,98.75
male,1,no,69,yes,yes,dsl,two_year,74.1
female,0,yes,72,no,no,dsl,two_year,65.7
female,0,no,1,yes,no,fiber_optic,month-to-month,79.7
male,0,no,3,yes,yes,fiber_optic,month-to-month,100.95
female,0,no,72,yes,yes,dsl,two_year,84.4
male,0,yes,67,yes,no,dsl,two_year,67.85
female,1,no,67,yes,no,fiber_optic,two_year,92.45
male,1,no,9,yes,no,dsl,one_year,19.85
female,0,no,71,yes,yes,dsl,two_year,89.3
female,0,no,18,yes,no,fiber_optic,month-to-month,75.4
female,1,no,1,yes,no,fiber_optic,month-to-month,69.85
female,0,no,13,yes,no,dsl,one_year,20.2
female,0,no,46,yes,yes,fiber_optic,month-to-month,84.25
female,1,yes,62,yes,yes,fiber_optic,month-to-month,96.1
male,0,no,2,yes,no,dsl,month-to-month,45.0
female,1,no,13,yes,no,dsl,month-to-month,54.8
female,0,yes,71,yes,no,dsl,two_year,19.85
female,0,yes,8,yes,no,dsl,month-to-month,19.95
male,0,no,57,yes,no,dsl,two_year,20.65
female,0,yes,8,yes,no,dsl,month-to-month,68.55
male,0,no,34,yes,yes,fiber_optic,one_year,116.25
male,0,yes,64,yes,yes,fiber_optic,two_year,109.2
female,0,yes,69,yes,yes,dsl,two_year,25.6
male,0,no,59,yes,yes,dsl,one_year,69.1
male,0,no,49,no,no,dsl,month-to-month,30.2
female,0,no,9,yes,no,dsl,month-to-month,20.25
male,0,no,16,yes,no,fiber_optic,month-to-month,94.25
male,0,yes,44,no,no,dsl,two_year,54.05
male,0,no,68,yes,yes,fiber_optic,one_year,101.35
male,0,no,32,yes,no,dsl,two_year,20.05
male,0,no,3,yes,no,fiber_optic,month-to-month,73.6
male,1,no,17,yes,no,fiber_optic,month-to-month,76.45
male,1,no,9,yes,yes,fiber_optic,month-to-month,84.4
male,0,yes,72,yes,yes,fiber_optic,two_year,107.7
female,0,no,1,yes,no,dsl,month-to-month,45.0
male,0,yes,15,yes,no,fiber_optic,one_year,101.9
male,0,yes,69,yes,no,dsl,one_year,20.55
male,0,no,1,yes,yes,fiber_optic,month-to-month,74.9
male,0,yes,68,yes,yes,fiber_optic,two_year,110.2
male,0,no,3,yes,yes,fiber_optic,month-to-month,85.3
female,0,yes,70,yes,yes,fiber_optic,one_year,108.15
female,0,no,1,yes,no,dsl,month-to-month,45.4
female,0,no,37,yes,yes,fiber_optic,month-to-month,100.05
female,1,no,1,yes,no,fiber_optic,month-to-month,76.4
female,0,no,5,yes,yes,dsl,month-to-month,67.95
female,0,no,1,yes,no,dsl,month-to-month,20.3
male,0,no,3,yes,no,fiber_optic,month-to-month,92.0
female,0,yes,68,yes,yes,dsl,two_year,89.05
female,1,no,7,yes,no,dsl,month-to-month,64.95
male,0,no,3,yes,yes,fiber_optic,month-to-month,75.0
female,0,no,48,yes,yes,dsl,two_year,24.0
female,0,yes,47,yes,no,dsl,two_year,19.75
female,0,no,10,yes,no,dsl,month-to-month,67.8
female,0,no,31,yes,yes,fiber_optic,month-to-month,84.75
female,0,no,9,no,no,dsl,month-to-month,48.75
male,0,no,14,yes,yes,dsl,one_year,24.8
female,0,no,72,yes,yes,fiber_optic,two_year,110.15
female,0,no,72,yes,yes,dsl,two_year,91.15
male,0,no,57,yes,no,dsl,two_year,59.75
male,0,yes,28,yes,no,fiber_optic,one_year,92.9
male,0,no,9,yes,no,fiber_optic,month-to-month,75.6
male,0,no,53,yes,no,fiber_optic,one_year,94.25
female,0,no,16,yes,no,dsl,one_year,20.1
female,0,no,43,yes,yes,dsl,one_year,64.85
male,0,no,4,yes,no,dsl,month-to-month,19.4
male,0,yes,45,yes,yes,dsl,two_year,24.45
female,1,no,72,yes,yes,fiber_optic,one_year,105.75
female,0,yes,8,yes,no,dsl,one_year,19.8
female,0,no,45,yes,yes,fiber_optic,month-to-month,115.65
female,0,yes,49,yes,yes,fiber_optic,two_year,107.95
male,0,no,27,yes,no,dsl,month-to-month,19.4
male,0,yes,65,yes,yes,fiber_optic,two_year,108.65
male,0,no,25,yes,no,dsl,one_year,19.5
female,0,no,72,yes,no,dsl,two_year,21.15
male,0,no,69,yes,yes,fiber_optic,two_year,97.65
female,1,no,31,yes,yes,fiber_optic,month-to-month,84.85
female,0,yes,51,yes,no,dsl,one_year,69.75
female,0,no,1,no,no,dsl,month-to-month,29.95
male,0,no,15,yes,yes,fiber_optic,month-to-month,76.0
male,0,yes,68,yes,yes,dsl,two_year,70.8
male,0,no,39,yes,yes,fiber_optic,one_year,81.4
male,0,no,43,yes,no,fiber_optic,one_year,90.65
female,0,no,5,yes,yes,fiber_optic,month-to-month,75.55
male,0,yes,9,no,no,dsl,month-to-month,29.95
male,0,yes,59,yes,no,dsl,two_year,19.85
female,1,no,50,yes,yes,fiber_optic,one_year,106.8
female,0,no,33,yes,yes,dsl,one_year,59.4
male,1,yes,72,yes,yes,fiber_optic,two_year,114.95
male,0,no,27,yes,no,dsl,two_year,19.85
female,0,no,30,yes,no,dsl,month-to-month,19.65
female,1,no,66,yes,yes,fiber_optic,one_year,108.1
female,0,no,9,yes,yes,fiber_optic,month-to-month,83.3
male,0,no,2,yes,no,dsl,month-to-month,20.0
female,0,no,32,yes,yes,fiber_optic,one_year,109.55
male,0,no,8,yes,no,fiber_optic,month-to-month,75.0
male,0,yes,72,yes,yes,fiber_optic,two_year,112.25
male,0,yes,21,yes,no,dsl,two_year,19.6
male,0,yes,52,no,no,dsl,one_year,44.25
female,0,yes,1,yes,no,dsl,month-to-month,60.0
male,0,no,26,yes,no,dsl,month-to-month,49.15
male,0,no,13,yes,yes,fiber_optic,month-to-month,99.0
female,0,yes,23,yes,no,fiber_optic,month-to-month,83.8
male,0,no,3,yes,no,fiber_optic,month-to-month,79.25
male,0,yes,1,yes,no,dsl,month-to-month,49.9
male,0,no,61,no,no,dsl,two_year,62.15
male,0,no,33,yes,yes,dsl,month-to-month,72.75
male,1,no,8,yes,no,fiber_optic,month-to-month,69.7
male,0,no,1,yes,no,dsl,month-to-month,49.05
male,0,yes,1,yes,no,dsl,month-to-month,19.7
female,0,no,17,yes,no,dsl,month-to-month,19.7
female,0,no,2,yes,yes,fiber_optic,month-to-month,75.9
male,0,no,10,yes,no,fiber_optic,month-to-month,110.1
female,0,yes,68,yes,yes,fiber_optic,one_year,83.65
male,1,no,53,yes,yes,dsl,one_year,60.05
male,0,no,2,yes,no,fiber_optic,month-to-month,80.25
female,0,no,71,yes,no,dsl,two_year,19.6
female,1,no,20,yes,no,dsl,month-to-month,60.0
female,0,no,4,yes,no,dsl,month-to-month,45.65
female,0,no,38,yes,yes,dsl,month-to-month,66.15
male,0,yes,33,yes,no,dsl,one_year,73.9
male,1,no,1,yes,no,fiber_optic,month-to-month,70.3
male,0,no,27,yes,no,dsl,two_year,19.55
male,0,no,71,yes,yes,dsl,two_year,65.15
male,0,yes,68,yes,yes,fiber_optic,two_year,113.15
male,0,no,35,yes,yes,dsl,two_year,55.25
male,0,no,72,yes,yes,dsl,two_year,85.95
female,1,no,63,yes,yes,dsl,one_year,83.0
female,0,no,4,yes,yes,dsl,month-to-month,50.7
male,0,yes,62,yes,no,dsl,one_year,71.4
male,0,yes,38,yes,no,dsl,two_year,81.0
female,0,yes,19,yes,yes,fiber_optic,one_year,89.35
female,1,no,42,yes,yes,fiber_optic,one_year,105.2
female,1,no,43,yes,yes,fiber_optic,month-to-month,94.5
male,0,yes,17,yes,yes,fiber_optic,month-to-month,92.55
male,0,yes,54,yes,yes,dsl,one_year,70.7
female,0,yes,11,yes,yes,dsl,month-to-month,66.35
female,0,no,72,yes,yes,dsl,two_year,24.85
male,0,no,6,yes,no,fiber_optic,month-to-month,80.5
female,0,yes,64,yes,yes,dsl,two_year,90.6
female,0,no,56,yes,no,fiber_optic,month-to-month,98.7
male,0,no,4,yes,yes,fiber_optic,month-to-month,74.35
female,0,no,54,yes,no,fiber_optic,one_year,100.05
female,0,yes,62,yes,no,dsl,two_year,20.3
female,0,yes,22,yes,no,dsl,month-to-month,19.05
female,0,yes,72,yes,yes,dsl,two_year,79.5
female,0,no,6,yes,no,fiber_optic,month-to-month,83.9
male,0,no,1,yes,no,dsl,month-to-month,50.5
female,0,yes,14,yes,yes,fiber_optic,month-to-month,90.9
female,1,no,72,yes,yes,fiber_optic,two_year,112.4
female,0,yes,23,yes,no,dsl,two_year,20.4
male,1,no,14,yes,no,fiber_optic,month-to-month,90.45
female,0,yes,55,yes,no,dsl,month-to-month,55.7
male,0,no,31,yes,yes,fiber_optic,one_year,103.45
female,0,yes,59,yes,yes,dsl,two_year,25.45
male,1,no,4,yes,no,fiber_optic,month-to-month,69.35
female,0,no,70,yes,yes,fiber_optic,one_year,98.9
male,1,no,1,yes,yes,fiber_optic,month-to-month,93.55
female,0,yes,72,yes,yes,dsl,two_year,24.25
male,0,no,1,yes,no,dsl,month-to-month,19.65
female,0,yes,14,yes,no,dsl,two_year,19.7
female,0,no,1,yes,no,fiber_optic,month-to-month,70.1
female,0,yes,4,yes,no,dsl,month-to-month,56.5
female,0,yes,61,yes,yes,fiber_optic,two_year,115.1
male,1,no,1,yes,yes,fiber_optic,month-to-month,75.75
female,0,no,2,yes,no,fiber_optic,month-to-month,87.15
female,0,no,71,yes,no,dsl,two_year,19.85
male,1,no,69,yes,yes,fiber_optic,two_year,108.4
female,0,no,46,yes,no,dsl,two_year,64.2
male,0,no,1,yes,no,fiber_optic,month-to-month,89.1
male,0,yes,26,yes,no,fiber_optic,one_year,78.95
male,0,no,20,yes,no,dsl,one_year,19.7
female,0,no,5,no,no,dsl,month-to-month,39.5
male,1,yes,71,yes,yes,dsl,one_year,72.9
male,0,yes,61,no,no,dsl,month-to-month,33.6
male,0,no,29,yes,yes,fiber_optic,month-to-month,84.45
male,1,no,17,yes,no,dsl,month-to-month,45.05
female,1,no,47,yes,yes,fiber_optic,month-to-month,85.2
male,0,yes,13,yes,no,dsl,month-to-month,52.1
female,1,no,11,yes,no,fiber_optic,month-to-month,82.9
male,0,no,46,no,no,dsl,two_year,38.25
female,1,no,3,yes,no,fiber_optic,month-to-month,75.05
male,1,no,66,yes,yes,fiber_optic,one_year,110.85
male,0,yes,72,yes,no,dsl,two_year,19.9
male,1,no,35,yes,yes,fiber_optic,month-to-month,95.45
male,1,no,21,yes,no,fiber_optic,month-to-month,86.55
male,0,yes,23,yes,no,dsl,one_year,57.2
male,0,yes,1,yes,no,dsl,one_year,18.8
male,0,no,1,yes,no,fiber_optic,month-to-month,89.25
male,0,no,43,yes,yes,dsl,one_year,80.2
female,1,no,22,yes,yes,fiber_optic,month-to-month,74.4
male,0,no,6,yes,no,dsl,month-to-month,18.95
female,0,no,1,yes,no,fiber_optic,month-to-month,90.55
female,0,no,7,yes,yes,fiber_optic,month-to-month,78.55
female,0,no,4,yes,no,dsl,month-to-month,68.65
male,0,yes,6,yes,no,dsl,month-to-month,19.65
female,0,yes,58,yes,yes,dsl,two_year,75.8
male,0,yes,6,yes,no,dsl,month-to-month,55.3
male,0,no,56,yes,yes,dsl,one_year,64.65
female,0,no,4,yes,yes,fiber_optic,month-to-month,91.65
male,0,no,17,yes,no,dsl,one_year,19.95
male,0,yes,38,yes,yes,fiber_optic,month-to-month,99.25
male,1,yes,50,yes,yes,dsl,two_year,75.15
female,1,no,27,yes,no,fiber_optic,month-to-month,101.25
male,0,yes,19,yes,yes,fiber_optic,month-to-month,83.65
female,1,no,52,yes,yes,dsl,two_year,59.85
male,1,no,49,yes,yes,fiber_optic,month-to-month,96.2
male,0,no,68,yes,yes,fiber_optic,one_year,117.2
male,0,yes,36,yes,no,dsl,one_year,63.7
male,0,no,1,yes,no,dsl,month-to-month,19.95
male,0,yes,5,yes,no,dsl,one_year,20.55
male,1,no,18,yes,no,dsl,month-to-month,59.1
male,0,yes,51,yes,no,dsl,one_year,76.4
female,0,no,52,yes,no,dsl,one_year,20.65
male,1,no,8,yes,no,dsl,month-to-month,64.4
female,0,no,70,yes,yes,dsl,two_year,26.0
female,0,no,7,yes,yes,fiber_optic,month-to-month,75.35
female,0,no,4,yes,no,fiber_optic,month-to-month,79.15
female,0,no,66,no,no,dsl,two_year,62.5
female,0,no,12,yes,yes,fiber_optic,month-to-month,94.2
male,0,no,6,yes,no,dsl,month-to-month,59.15
female,0,no,1,yes,no,dsl,month-to-month,19.4
male,0,no,2,no,no,dsl,month-to-month,29.85
female,0,no,15,yes,no,dsl,month-to-month,19.9
male,0,no,10,yes,yes,fiber_optic,month-to-month,98.55
female,0,no,1,yes,no,dsl,month-to-month,20.2
male,0,no,51,yes,no,dsl,two_year,20.45
male,0,no,43,yes,no,fiber_optic,month-to-month,75.2
male,0,no,19,yes,no,fiber_optic,month-to-month,73.85
male,0,no,63,yes,no,dsl,two_year,19.95
female,0,yes,70,yes,yes,dsl,two_year,89.0
male,0,no,6,yes,yes,fiber_optic,month-to-month,75.5
female,0,no,12,yes,no,dsl,month-to-month,20.3
female,0,yes,38,yes,no,dsl,one_year,80.3
female,0,no,68,yes,yes,dsl,one_year,58.25
male,0,yes,18,yes,no,fiber_optic,month-to-month,87.9
male,0,yes,64,yes,yes,fiber_optic,month-to-month,91.8
female,0,yes,50,yes,no,dsl,two_year,20.55
male,0,yes,67,yes,no,dsl,two_year,81.35
male,0,no,34,yes,yes,dsl,two_year,26.1
female,0,no,47,yes,no,fiber_optic,month-to-month,75.45
male,0,no,12,yes,yes,fiber_optic,month-to-month,99.95
male,0,no,1,yes,no,fiber_optic,month-to-month,69.4
female,0,no,24,yes,no,dsl,month-to-month,56.35
male,0,no,61,yes,no,fiber_optic,month-to-month,94.15
male,0,yes,70,yes,yes,fiber_optic,two_year,114.6
female,0,no,64,yes,yes,dsl,two_year,25.55
female,0,no,8,yes,no,dsl,month-to-month,64.1
male,0,yes,28,yes,no,dsl,one_year,54.4
female,1,no,26,yes,no,fiber_optic,month-to-month,78.8
male,0,no,53,yes,no,dsl,two_year,19.9
male,0,yes,60,yes,no,dsl,two_year,20.55
male,0,no,1,yes,yes,dsl,month-to-month,49.8
male,0,no,1,yes,no,fiber_optic,month-to-month,69.35
female,1,no,72,yes,yes,fiber_optic,two_year,115.75
female,0,no,42,no,no,dsl,one_year,54.75
male,0,no,5,yes,no,dsl,month-to-month,55.75
male,1,no,67,yes,yes,fiber_optic,month-to-month,101.4
male,0,no,42,yes,yes,dsl,one_year,80.45
female,0,yes,55,yes,no,dsl,one_year,19.15
male,0,yes,31,yes,yes,fiber_optic,one_year,98.05
female,0,yes,17,yes,no,fiber_optic,month-to-month,91.85
female,0,no,1,yes,no,dsl,month-to-month,19.55
male,0,no,10,yes,no,fiber_optic,month-to-month,70.3
male,0,no,4,yes,no,dsl,month-to-month,44.8
male,0,no,72,yes,yes,fiber_optic,two_year,109.95
female,0,yes,48,yes,no,dsl,two_year,20.0
female,1,no,66,yes,yes,dsl,one_year,70.85
female,0,no,50,yes,yes,dsl,one_year,82.5
female,0,no,59,yes,no,dsl,one_year,20.35
male,0,yes,68,yes,yes,dsl,two_year,25.4
female,0,no,25,yes,yes,fiber_optic,month-to-month,104.95
male,0,no,25,yes,yes,fiber_optic,month-to-month,84.8
female,0,no,9,yes,yes,fiber_optic,month-to-month,76.85
female,0,yes,20,yes,yes,dsl,month-to-month,25.55
male,1,no,68,yes,no,dsl,two_year,20.0
male,0,no,48,yes,yes,dsl,one_year,70.95
female,1,no,45,no,no,dsl,one_year,34.2
female,0,no,2,yes,no,fiber_optic,month-to-month,91.15
male,1,no,37,yes,yes,fiber_optic,month-to-month,85.7
female,0,no,61,yes,yes,dsl,two_year,89.65
male,0,no,1,yes,no,dsl,month-to-month,19.1
female,0,no,39,no,no,dsl,one_year,40.3
male,1,no,36,yes,yes,fiber_optic,month-to-month,90.85
male,0,no,35,yes,no,dsl,two_year,20.2
female,0,no,31,yes,yes,fiber_optic,month-to-month,76.05
male,0,no,60,yes,no,dsl,one_year,59.8
female,0,no,37,yes,no,dsl,month-to-month,19.5
female,0,no,21,yes,no,dsl,two_year,71.05
male,1,no,21,yes,no,dsl,month-to-month,60.05
male,0,no,18,yes,no,dsl,month-to-month,49.4
male,0,yes,52,yes,yes,dsl,two_year,24.55
male,0,yes,25,yes,yes,dsl,month-to-month,60.35
female,0,no,58,yes,yes,fiber_optic,month-to-month,102.1
female,1,no,11,yes,no,fiber_optic,month-to-month,89.7
male,0,no,5,yes,yes,fiber_optic,month-to-month,85.4
male,0,no,42,yes,no,dsl,one_year,19.55
female,0,yes,19,yes,no,dsl,month-to-month,48.8
male,0,no,72,yes,no,dsl,two_year,19.7
female,1,no,2,yes,yes,fiber_optic,month-to-month,79.2
female,0,no,1,yes,no,dsl,month-to-month,19.25
female,0,no,5,yes,no,fiber_optic,month-to-month,75.65
male,0,no,4,yes,yes,fiber_optic,month-to-month,76.05
male,0,yes,1,yes,no,fiber_optic,month-to-month,69.75
female,0,no,7,no,no,dsl,month-to-month,25.05
female,0,no,64,yes,yes,dsl,one_year,24.7
female,0,no,1,yes,yes,fiber_optic,month-to-month,77.15
male,0,no,9,yes,no,dsl,month-to-month,44.4
female,0,no,68,yes,no,dsl,two_year,19.6
female,0,no,27,yes,yes,fiber_optic,month-to-month,90.15
female,1,no,14,yes,yes,fiber_optic,month-to-month,104.85
female,0,no,22,no,no,dsl,month-to-month,50.35
female,0,yes,15,yes,no,dsl,one_year,20.35
male,0,no,24,no,no,dsl,month-to-month,29.1
male,1,no,67,yes,no,fiber_optic,two_year,105.05
male,0,no,9,no,no,dsl,month-to-month,45.4
female,0,no,1,yes,no,dsl,month-to-month,43.95
female,1,no,28,yes,yes,fiber_optic,month-to-month,103.3
male,1,no,43,yes,no,fiber_optic,month-to-month,89.55
female,0,no,35,yes,yes,fiber_optic,month-to-month,100.25
male,0,no,13,yes,no,fiber_optic,month-to-month,91.1
female,0,no,1,no,no,dsl,month-to-month,24.9
male,0,no,1,yes,no,dsl,month-to-month,45.7
female,1,no,54,yes,yes,fiber_optic,one_year,115.6
female,0,no,2,yes,yes,fiber_optic,month-to-month,95.15
male,0,no,6,yes,no,dsl,month-to-month,59.45
male,0,no,18,yes,yes,fiber_optic,month-to-month,84.3
male,0,no,19,yes,no,dsl,month-to-month,45.0
female,0,no,32,yes,no,dsl,one_year,20.55
female,0,no,32,yes,yes,fiber_optic,one_year,104.05
female,0,yes,3,yes,no,dsl,month-to-month,55.1
male,0,no,6,yes,no,dsl,one_year,19.15
male,0,yes,62,yes,no,fiber_optic,one_year,81.45
male,0,no,14,yes,yes,fiber_optic,month-to-month,100.55
female,1,no,23,yes,no,fiber_optic,month-to-month,94.75
male,0,no,35,yes,no,dsl,month-to-month,55.0
female,0,no,70,no,no,dsl,two_year,49.85
female,0,yes,69,yes,yes,dsl,two_year,64.15
female,0,no,13,yes,no,fiber_optic,month-to-month,80.5
female,1,no,33,no,no,dsl,month-to-month,59.45
female,0,yes,41,yes,yes,dsl,month-to-month,79.9
male,0,no,4,yes,no,dsl,month-to-month,50.8
female,0,yes,9,yes,no,dsl,one_year,65.6
female,0,yes,3,yes,no,dsl,month-to-month,19.3
male,0,yes,47,no,no,dsl,one_year,40.3
male,0,no,67,no,no,dsl,one_year,49.35
male,0,yes,23,yes,yes,dsl,one_year,48.35
male,0,no,25,yes,yes,dsl,one_year,25.3
female,0,yes,30,yes,yes,dsl,two_year,25.1
female,0,no,1,yes,no,fiber_optic,month-to-month,70.75
female,0,no,25,no,no,dsl,one_year,54.2
male,0,no,10,yes,no,fiber_optic,month-to-month,79.95
male,0,no,14,yes,yes,fiber_optic,month-to-month,86.1
male,0,yes,47,yes,no,fiber_optic,one_year,96.1
female,1,no,71,yes,yes,dsl,two_year,82.7
male,0,no,8,yes,no,dsl,month-to-month,43.55
male,1,no,44,yes,yes,fiber_optic,one_year,88.4
female,0,yes,58,yes,yes,dsl,one_year,24.5
female,0,no,65,yes,yes,fiber_optic,one_year,100.15
female,0,no,32,yes,no,dsl,one_year,19.3
female,0,yes,2,yes,no,dsl,one_year,20.3
male,0,yes,55,yes,no,dsl,one_year,19.5
male,0,yes,23,no,no,dsl,one_year,40.65
female,0,no,3,yes,yes,fiber_optic,month-to-month,74.75
male,0,no,34,yes,no,dsl,month-to-month,19.7
male,0,no,2,yes,no,dsl,month-to-month,55.1
female,0,no,18,yes,yes,dsl,month-to-month,50.3
male,0,no,67,yes,yes,fiber_optic,one_year,118.35
male,0,yes,46,yes,yes,fiber_optic,month-to-month,80.0
female,0,no,59,yes,yes,fiber_optic,month-to-month,99.45
female,0,no,22,yes,yes,fiber_optic,month-to-month,84.15
male,0,no,70,no,no,dsl,two_year,39.15
male,0,yes,61,yes,no,dsl,two_year,68.05
female,0,yes,67,yes,yes,fiber_optic,two_year,106.7
male,1,no,71,yes,yes,fiber_optic,two_year,115.05
female,1,no,20,yes,no,fiber_optic,month-to-month,81.45
female,0,yes,59,yes,yes,dsl,two_year,72.1
male,0,yes,34,no,no,dsl,month-to-month,44.85
male,1,no,72,yes,yes,fiber_optic,two_year,111.65
male,0,no,53,yes,no,fiber_optic,month-to-month,80.6
female,1,no,65,yes,no,fiber_optic,two_year,105.85
female,0,no,15,yes,no,fiber_optic,month-to-month,101.75
male,0,yes,72,yes,yes,dsl,two_year,83.55
male,0,no,56,yes,no,dsl,one_year,52.7
male,0,no,16,yes,no,dsl,two_year,19.75
female,0,no,2,yes,no,dsl,month-to-month,62.15
female,0,yes,43,yes,no,dsl,two_year,75.2
male,0,yes,43,yes,no,dsl,two_year,79.15
male,0,no,24,yes,yes,dsl,one_year,58.35
female,0,no,2,yes,no,fiber_optic,month-to-month,79.75
female,0,no,38,yes,yes,fiber_optic,month-to-month,103.65
male,1,no,18,yes,yes,fiber_optic,month-to-month,95.45
female,0,yes,51,yes,yes,fiber_optic,month-to-month,93.8
male,0,yes,60,yes,no,dsl,two_year,19.95
male,0,yes,60,yes,no,dsl,two_year,20.95
male,0,no,3,yes,no,fiber_optic,month-to-month,98.7
female,0,no,69,yes,yes,fiber_optic,two_year,116.0
male,0,yes,45,yes,no,dsl,two_year,54.65
female,0,no,24,yes,yes,dsl,two_year,25.15
female,1,no,1,no,no,dsl,month-to-month,25.25
male,0,no,70,yes,no,dsl,two_year,64.95
female,1,no,42,yes,no,fiber_optic,month-to-month,74.15
female,0,no,12,yes,no,dsl,month-to-month,20.1
female,0,no,1,yes,no,dsl,month-to-month,55.45
male,0,no,3,yes,no,fiber_optic,month-to-month,90.4
male,0,yes,47,yes,no,fiber_optic,month-to-month,90.05
female,0,yes,36,yes,yes,fiber_optic,month-to-month,104.5
female,1,no,7,yes,no,dsl,month-to-month,51.3
female,0,no,19,yes,no,dsl,one_year,58.2
female,0,no,41,yes,yes,fiber_optic,month-to-month,113.6
female,0,yes,60,no,no,dsl,month-to-month,49.75
female,0,yes,61,yes,no,dsl,two_year,19.75
female,1,no,71,yes,no,fiber_optic,two_year,109.7
female,0,no,26,yes,no,dsl,one_year,19.2
male,0,yes,37,yes,no,dsl,one_year,58.75
male,0,no,31,yes,no,fiber_optic,month-to-month,78.45
male,0,no,44,yes,yes,fiber_optic,month-to-month,90.4
male,0,no,37,yes,yes,fiber_optic,two_year,94.3
male,0,no,26,yes,yes,dsl,one_year,51.55
female,0,no,60,yes,yes,fiber_optic,month-to-month,94.1
male,0,no,65,yes,yes,fiber_optic,two_year,99.35
female,1,no,35,yes,yes,fiber_optic,month-to-month,100.5
female,0,no,37,yes,no,dsl,two_year,19.85
male,0,no,25,yes,yes,dsl,month-to-month,81.75
male,0,no,19,yes,no,dsl,one_year,18.8
male,0,no,52,no,no,dsl,one_year,30.1
male,0,no,46,yes,yes,fiber_optic,month-to-month,89.15
female,0,no,68,yes,yes,fiber_optic,one_year,86.45
female,0,no,1,yes,no,dsl,month-to-month,19.4
female,0,no,12,yes,no,dsl,month-to-month,19.45
female,0,no,1,yes,no,fiber_optic,month-to-month,84.3
male,0,yes,42,yes,yes,dsl,month-to-month,69.4
female,0,yes,8,yes,no,dsl,two_year,19.5
male,0,yes,53,yes,no,dsl,two_year,19.4
female,0,no,13,no,no,dsl,month-to-month,49.15
male,0,no,72,yes,no,dsl,two_year,19.8
female,0,no,40,yes,no,dsl,one_year,50.25
male,0,yes,13,yes,no,fiber_optic,month-to-month,84.05
female,0,no,8,yes,yes,fiber_optic,month-to-month,90.25
female,1,no,64,yes,no,dsl,two_year,70.2
male,0,no,1,yes,no,dsl,month-to-month,20.3
female,0,yes,10,yes,yes,fiber_optic,month-to-month,100.25
female,1,no,1,yes,no,fiber_optic,month-to-month,78.45
female,0,no,67,yes,yes,fiber_optic,one_year,109.7
male,1,yes,34,yes,yes,fiber_optic,month-to-month,108.9
female,0,no,13,yes,no,fiber_optic,one_year,74.65
male,0,yes,29,yes,yes,dsl,one_year,69.05
male,0,yes,67,yes,no,dsl,one_year,60.05
male,0,no,38,yes,no,fiber_optic,month-to-month,69.5
female,0,no,56,no,no,dsl,month-to-month,44.85
male,1,no,57,yes,yes,fiber_optic,two_year,93.75
male,0,no,8,yes,no,fiber_optic,month-to-month,75.0
male,0,no,16,yes,no,dsl,month-to-month,49.45
female,0,no,36,yes,yes,dsl,one_year,55.8
male,0,yes,72,yes,yes,dsl,two_year,69.85
male,0,no,9,yes,yes,fiber_optic,month-to-month,75.85
male,0,no,21,yes,no,dsl,month-to-month,65.35
male,0,no,24,yes,no,dsl,month-to-month,49.55
male,0,yes,1,yes,no,dsl,month-to-month,44.55
female,0,yes,72,no,no,dsl,two_year,64.45
male,0,no,37,yes,yes,dsl,month-to-month,55.05
female,0,no,42,yes,yes,dsl,two_year,84.35
male,0,no,29,no,no,dsl,month-to-month,33.75
female,0,no,50,yes,no,fiber_optic,two_year,100.2
female,0,yes,55,yes,yes,dsl,one_year,75.75
female,0,no,72,yes,yes,fiber_optic,one_year,109.25
male,0,no,22,yes,yes,fiber_optic,month-to-month,95.1
male,0,yes,23,yes,no,dsl,two_year,20.9
male,0,yes,54,yes,yes,fiber_optic,one_year,105.2
female,0,no,51,yes,yes,fiber_optic,one_year,107.45
female,0,yes,67,yes,no,dsl,two_year,19.25
male,0,yes,61,yes,yes,fiber_optic,one_year,106.0
female,0,yes,71,yes,yes,fiber_optic,two_year,113.65
female,1,no,28,yes,yes,fiber_optic,month-to-month,101.3
female,0,no,8,yes,no,dsl,month-to-month,20.7
female,0,no,9,yes,no,dsl,month-to-month,44.2
male,0,yes,1,yes,no,dsl,month-to-month,19.3
female,0,no,46,yes,yes,dsl,month-to-month,53.1
male,1,no,16,yes,no,fiber_optic,month-to-month,74.3
female,0,yes,72,yes,yes,dsl,two_year,93.25
female,0,yes,72,yes,yes,fiber_optic,two_year,79.05
female,0,yes,3,yes,no,dsl,month-to-month,44.3
female,0,no,9,yes,yes,fiber_optic,month-to-month,91.75
female,1,no,37,yes,yes,fiber_optic,month-to-month,76.5
male,0,no,64,yes,yes,fiber_optic,two_year,105.25
female,0,no,1,yes,no,dsl,month-to-month,45.4
